filename,train error,val error,mutual information,sample entropy,experts usage
fmnist_single_model_0,0.1278524398803711,0.1439000368118286,,
fmnist_single_model_1,0.12756556272506714,0.15200001001358032,,
fmnist_single_model_2,0.13711047172546387,0.16220003366470337,,
fmnist_single_model_3,0.13821947574615479,0.1574000120162964,,
fmnist_single_model_4,0.12611448764801025,0.14320003986358643,,
fmnist_single_model_5,0.13224422931671143,0.15280002355575562,,
fmnist_single_model_6,0.14208704233169556,0.1575000286102295,,
fmnist_single_model_7,0.11509090662002563,0.1324000358581543,,
fmnist_single_model_8,0.11743026971817017,0.13220000267028809,,
fmnist_single_model_9,0.14408433437347412,0.15940004587173462,,
fmnist_without_reg_10_5_models.pt,0.049346745014190674,0.1064000129699707,2.163517951965332,0.07876874506473541,2.160830497741699
fmnist_without_reg_10_5_models.pt,0.04073423147201538,0.10350000858306885,2.033555507659912,0.08108299225568771,2.0483903884887695
fmnist_without_reg_10_5_models.pt,0.06464624404907227,0.11040002107620239,1.9258995056152344,0.08311539888381958,2.0078043937683105
fmnist_without_reg_10_5_models.pt,0.054229557514190674,0.12100005149841309,1.9788134098052979,0.11242769658565521,2.1548221111297607
fmnist_without_reg_10_5_models.pt,0.04474532604217529,0.10650002956390381,2.205728530883789,0.09483654052019119,2.228013277053833
fmnist_without_reg_10_5_models.pt,0.06640625,0.11489999294281006,1.915959358215332,0.13544484972953796,2.0782887935638428
fmnist_without_reg_10_5_models.pt,0.051835060119628906,0.10480004549026489,2.1724071502685547,0.056711602956056595,2.187126874923706
fmnist_without_reg_10_5_models.pt,0.04569429159164429,0.10910004377365112,2.091355085372925,0.12886807322502136,2.157465696334839
fmnist_without_reg_10_5_models.pt,0.07177454233169556,0.11840003728866577,1.8795011043548584,0.07610780745744705,2.030625820159912
fmnist_without_reg_10_5_models.pt,0.06341582536697388,0.10860002040863037,2.2440412044525146,0.05817169323563576,2.245222806930542
fmnist_with_reg_importance_0.2_10_5_models.pt,0.03790938854217529,0.09980005025863647,2.1477439403533936,0.17224766314029694,2.264878749847412
fmnist_with_reg_importance_0.2_10_5_models.pt,0.03560316562652588,0.10130000114440918,2.0933990478515625,0.13309702277183533,2.3198204040527344
fmnist_with_reg_importance_0.2_10_5_models.pt,0.030858218669891357,0.1031000018119812,2.300727367401123,0.17230510711669922,2.321370840072632
fmnist_with_reg_importance_0.2_10_5_models.pt,0.04709017276763916,0.11150002479553223,2.1809611320495605,0.09001465141773224,2.234400987625122
fmnist_with_reg_importance_0.2_10_5_models.pt,0.035492777824401855,0.09850001335144043,2.111063003540039,0.1855878233909607,2.299234628677368
fmnist_with_reg_importance_0.2_10_5_models.pt,0.058538615703582764,0.11169999837875366,2.103146553039551,0.12101544439792633,2.3163442611694336
fmnist_with_reg_importance_0.2_10_5_models.pt,0.05154263973236084,0.10660004615783691,1.674257516860962,0.28031259775161743,2.3128490447998047
fmnist_with_reg_importance_0.2_10_5_models.pt,0.05522263050079346,0.10690003633499146,1.9691579341888428,0.1983562707901001,2.309756278991699
fmnist_with_reg_importance_0.2_10_5_models.pt,0.052690207958221436,0.10260003805160522,2.0415029525756836,0.2879228889942169,2.3199992179870605
fmnist_with_reg_importance_0.2_10_5_models.pt,0.036783814430236816,0.09900003671646118,2.2911930084228516,0.1539812684059143,2.3176116943359375
fmnist_with_reg_importance_0.4_10_5_models.pt,0.06707382202148438,0.10290002822875977,1.7708384990692139,0.34723541140556335,2.3197848796844482
fmnist_with_reg_importance_0.4_10_5_models.pt,0.0593717098236084,0.10820001363754272,2.004857063293457,0.30402275919914246,2.318375825881958
fmnist_with_reg_importance_0.4_10_5_models.pt,0.04295766353607178,0.09839999675750732,2.025376558303833,0.238202765583992,2.3201498985290527
fmnist_with_reg_importance_0.4_10_5_models.pt,0.05870962142944336,0.1039000153541565,2.043527364730835,0.2874034643173218,2.3174307346343994
fmnist_with_reg_importance_0.4_10_5_models.pt,0.06101584434509277,0.1064000129699707,1.7545273303985596,0.3114549219608307,2.3194878101348877
fmnist_with_reg_importance_0.4_10_5_models.pt,0.039779722690582275,0.09729999303817749,2.2150213718414307,0.20610933005809784,2.3197226524353027
fmnist_with_reg_importance_0.4_10_5_models.pt,0.048524677753448486,0.10430002212524414,1.4047393798828125,0.7409388422966003,2.3212528228759766
fmnist_with_reg_importance_0.4_10_5_models.pt,0.05386537313461304,0.10240000486373901,1.536912441253662,1.0042959451675415,2.3168129920959473
fmnist_with_reg_importance_0.4_10_5_models.pt,0.04136323928833008,0.09640002250671387,2.0667123794555664,0.2115865796804428,2.3186445236206055
fmnist_with_reg_importance_0.4_10_5_models.pt,0.0486791729927063,0.0976000428199768,2.033224105834961,0.26920372247695923,2.321841239929199
fmnist_with_reg_importance_0.6_10_5_models.pt,0.06259381771087646,0.10890001058578491,1.8527936935424805,0.38988569378852844,2.3196921348571777
fmnist_with_reg_importance_0.6_10_5_models.pt,0.0567399263381958,0.10670000314712524,2.0702438354492188,0.238944873213768,2.3209686279296875
fmnist_with_reg_importance_0.6_10_5_models.pt,0.05817997455596924,0.09900003671646118,2.154278039932251,0.2588302195072174,2.3207569122314453
fmnist_with_reg_importance_0.6_10_5_models.pt,0.062328994274139404,0.10660004615783691,2.169886589050293,0.19120264053344727,2.3204262256622314
fmnist_with_reg_importance_0.6_10_5_models.pt,0.05851095914840698,0.10940003395080566,1.922152042388916,0.2652319669723511,2.3213884830474854
fmnist_with_reg_importance_0.6_10_5_models.pt,0.06611937284469604,0.10699999332427979,1.631439208984375,0.6105877161026001,2.3189337253570557
fmnist_with_reg_importance_0.6_10_5_models.pt,0.0735400915145874,0.10500001907348633,1.2422189712524414,0.9279091954231262,2.3205437660217285
fmnist_with_reg_importance_0.6_10_5_models.pt,0.058135807514190674,0.09860002994537354,1.887141466140747,0.4134959876537323,2.321424961090088
fmnist_with_reg_importance_0.6_10_5_models.pt,0.054069578647613525,0.10130000114440918,1.3643202781677246,0.867949903011322,2.321181535720825
fmnist_with_reg_importance_0.6_10_5_models.pt,0.04631221294403076,0.09720003604888916,2.1378188133239746,0.20303402841091156,2.3211917877197266
fmnist_with_reg_importance_0.8_10_5_models.pt,0.06110966205596924,0.10850000381469727,1.6194119453430176,0.8323017358779907,2.320662498474121
fmnist_with_reg_importance_0.8_10_5_models.pt,0.0712670087814331,0.10540002584457397,1.3539409637451172,0.949694037437439,2.3175911903381348
fmnist_with_reg_importance_0.8_10_5_models.pt,0.06456351280212402,0.10120004415512085,1.8466553688049316,0.3323971927165985,2.319200038909912
fmnist_with_reg_importance_0.8_10_5_models.pt,0.0529329776763916,0.09890002012252808,1.6565561294555664,0.7330389022827148,2.317885160446167
fmnist_with_reg_importance_0.8_10_5_models.pt,0.08775818347930908,0.11460000276565552,1.4995718002319336,1.1946202516555786,2.3205642700195312
fmnist_with_reg_importance_0.8_10_5_models.pt,0.07430148124694824,0.11760002374649048,1.5106492042541504,0.4198314845561981,2.316528797149658
fmnist_with_reg_importance_0.8_10_5_models.pt,0.08461886644363403,0.11730003356933594,1.4785077571868896,0.9228758811950684,2.3194587230682373
fmnist_with_reg_importance_0.8_10_5_models.pt,0.06856352090835571,0.11210000514984131,1.6969678401947021,0.46709805727005005,2.3191475868225098
fmnist_with_reg_importance_0.8_10_5_models.pt,0.07903534173965454,0.1097000241279602,1.783513069152832,0.4613036513328552,2.319779634475708
fmnist_with_reg_importance_0.8_10_5_models.pt,0.07945466041564941,0.10840004682540894,2.019496440887451,0.3410128057003021,2.321563482284546
fmnist_with_reg_importance_1.0_10_5_models.pt,0.07093596458435059,0.10670000314712524,0.9982056617736816,1.3845163583755493,2.3211655616760254
fmnist_with_reg_importance_1.0_10_5_models.pt,0.04774677753448486,0.10130000114440918,2.2326650619506836,0.19160540401935577,2.321312665939331
fmnist_with_reg_importance_1.0_10_5_models.pt,0.055211663246154785,0.10470002889633179,2.0260770320892334,0.301717072725296,2.3200480937957764
fmnist_with_reg_importance_1.0_10_5_models.pt,0.09130030870437622,0.12040001153945923,1.423048973083496,0.8536199331283569,2.3199427127838135
fmnist_with_reg_importance_1.0_10_5_models.pt,0.0680394172668457,0.10520005226135254,1.5818204879760742,0.6766815781593323,2.3189992904663086
fmnist_with_reg_importance_1.0_10_5_models.pt,0.06798416376113892,0.11130005121231079,1.3844795227050781,1.1866044998168945,2.3194549083709717
fmnist_with_reg_importance_1.0_10_5_models.pt,0.06686419248580933,0.10530000925064087,1.735734224319458,0.36569350957870483,2.3215107917785645
fmnist_with_reg_importance_1.0_10_5_models.pt,0.05481994152069092,0.09630000591278076,1.9424278736114502,0.6133286356925964,2.31929874420166
fmnist_with_reg_importance_1.0_10_5_models.pt,0.05733579397201538,0.09950000047683716,1.6118507385253906,0.573753833770752,2.320143222808838
fmnist_with_reg_importance_1.0_10_5_models.pt,0.04829847812652588,0.09580004215240479,1.9045884609222412,0.32239899039268494,2.3215248584747314
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-07_10_5_models.pt,0.039950788021087646,0.1097000241279602,2.087106227874756,0.10432139784097672,2.2425599098205566
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-07_10_5_models.pt,0.0392114520072937,0.09470003843307495,2.1897828578948975,0.0836477056145668,2.2428040504455566
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-07_10_5_models.pt,0.07933878898620605,0.11500000953674316,1.7914113998413086,0.05795248597860336,2.0297226905822754
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-07_10_5_models.pt,0.04005563259124756,0.10600000619888306,2.1537668704986572,0.10311976075172424,2.2619824409484863
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-07_10_5_models.pt,0.0285189151763916,0.10019999742507935,2.005539894104004,0.15992537140846252,2.2353110313415527
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-07_10_5_models.pt,0.02592027187347412,0.0975000262260437,2.1294608116149902,0.08130287379026413,2.1743106842041016
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-07_10_5_models.pt,0.045821189880371094,0.10920000076293945,2.119838237762451,0.09402532875537872,2.153496265411377
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-07_10_5_models.pt,0.03821283578872681,0.11560004949569702,2.0741894245147705,0.08590996265411377,2.146634817123413
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-07_10_5_models.pt,0.0265657901763916,0.09470003843307495,2.1783523559570312,0.08976845443248749,2.240884304046631
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-07_10_5_models.pt,0.07371670007705688,0.11430001258850098,2.1112759113311768,0.034555889666080475,2.111316204071045
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-06_10_5_models.pt,0.07306009531021118,0.11560004949569702,2.164332628250122,0.049819860607385635,2.1644511222839355
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-06_10_5_models.pt,0.08187121152877808,0.12370002269744873,1.9101214408874512,0.05883322283625603,2.031096935272217
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-06_10_5_models.pt,0.07360082864761353,0.11760002374649048,1.981985092163086,0.08434050530195236,2.0432610511779785
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-06_10_5_models.pt,0.06328898668289185,0.11720001697540283,2.1328999996185303,0.07707451283931732,2.1775307655334473
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-06_10_5_models.pt,0.034041762351989746,0.10060000419616699,2.030488967895508,0.08656188100576401,2.089769124984741
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-06_10_5_models.pt,0.05503511428833008,0.12250000238418579,2.1176836490631104,0.07275747507810593,2.2145347595214844
fmnist_with_reg_sample_sim_same_1e-07_sample_sim_diff_1e-06_10_5_models.pt,0.04806673526763916,0.10989999771118164,2.0959014892578125,0.10443811118602753,2.192944288253784
